,t,ts
0,1806-01-31,-5.125458
1,1806-02-28,-7.0832214
2,1806-03-31,-5.8510437
3,1806-04-30,0.25106812
4,1806-05-31,7.9842834
5,1806-06-30,11.508759
6,1806-07-31,15.05188
7,1806-08-31,14.674225
8,1806-09-30,11.576263
9,1806-10-31,5.703888
10,1806-11-30,2.0361633
11,1806-12-31,-1.9729614
12,1807-01-31,-4.630493
13,1807-02-28,-6.4979553
14,1807-03-31,-5.0526733
15,1807-04-30,0.81591797
16,1807-05-31,7.9509583
17,1807-06-30,12.495544
18,1807-07-31,16.863525
19,1807-08-31,17.434631
20,1807-09-30,10.162903
21,1807-10-31,5.1779785
22,1807-11-30,0.010955811
23,1807-12-31,-3.242035
24,1808-01-31,-4.967285
25,1808-02-29,-11.082977
26,1808-03-31,-9.808716
27,1808-04-30,-1.1983948
28,1808-05-31,7.6163635
29,1808-06-30,13.592499
30,1808-07-31,16.656097
31,1808-08-31,14.9661255
32,1808-09-30,10.613373
33,1808-10-31,4.729248
34,1808-11-30,0.44381714
35,1808-12-31,-5.100891
36,1809-01-31,-5.633423
37,1809-02-28,-3.4222107
38,1809-03-31,-2.2243958
39,1809-04-30,1.4444885
40,1809-05-31,8.534882
41,1809-06-30,12.060425
42,1809-07-31,15.511841
43,1809-08-31,15.647949
44,1809-09-30,10.9618225
45,1809-10-31,5.4200745
46,1809-11-30,-0.49249268
47,1809-12-31,-1.449646
48,1810-01-31,-4.0276184
49,1810-02-28,-5.155487
50,1810-03-31,-4.3923035
51,1810-04-30,-0.16455078
52,1810-05-31,6.6623535
53,1810-06-30,11.862183
54,1810-07-31,15.997559
55,1810-08-31,15.101044
56,1810-09-30,11.102509
57,1810-10-31,5.519989
58,1810-11-30,-0.3585205
59,1810-12-31,-3.1304321
60,1811-01-31,-4.25708
61,1811-02-28,-5.515503
62,1811-03-31,-2.2066956
63,1811-04-30,-0.65512085
64,1811-05-31,6.0630493
65,1811-06-30,12.3368225
66,1811-07-31,15.044861
67,1811-08-31,14.2283325
68,1811-09-30,9.276093
69,1811-10-31,5.4849243
70,1811-11-30,-0.5732422
71,1811-12-31,-2.5483704
72,1812-01-31,-4.5081177
73,1812-02-29,-4.845703
