,t,ts
0,1806-01-31,1.0521684
1,1806-02-28,0.8886819
2,1806-03-31,1.0707372
3,1806-04-30,0.69554204
4,1806-05-31,0.6843169
5,1806-06-30,0.40272084
6,1806-07-31,0.37721002
7,1806-08-31,0.48996875
8,1806-09-30,0.591046
9,1806-10-31,0.7486623
10,1806-11-30,0.93820834
11,1806-12-31,1.1046363
12,1807-01-31,0.837852
13,1807-02-28,0.9846371
14,1807-03-31,0.80798197
15,1807-04-30,1.0376605
16,1807-05-31,0.64047086
17,1807-06-30,0.4457086
18,1807-07-31,0.45414558
19,1807-08-31,0.47576946
20,1807-09-30,0.6199984
21,1807-10-31,0.8907107
22,1807-11-30,1.0509217
23,1807-12-31,0.9773911
24,1808-01-31,0.8451064
25,1808-02-29,1.3522668
26,1808-03-31,0.95056105
27,1808-04-30,0.8626928
28,1808-05-31,0.71956354
29,1808-06-30,0.4556727
30,1808-07-31,0.47425038
31,1808-08-31,0.40437692
32,1808-09-30,0.5770191
33,1808-10-31,0.7650235
34,1808-11-30,0.8591547
35,1808-12-31,0.9100169
36,1809-01-31,0.89694893
37,1809-02-28,0.88881326
38,1809-03-31,0.82518405
39,1809-04-30,0.7700715
40,1809-05-31,0.6086377
41,1809-06-30,0.3524724
42,1809-07-31,0.41142008
43,1809-08-31,0.36358517
44,1809-09-30,0.74365944
45,1809-10-31,0.72519535
46,1809-11-30,0.9206315
47,1809-12-31,0.8550793
48,1810-01-31,0.9285808
49,1810-02-28,0.9829552
50,1810-03-31,0.9206552
51,1810-04-30,0.7400874
52,1810-05-31,0.6526091
53,1810-06-30,0.427315
54,1810-07-31,0.35464132
55,1810-08-31,0.39781424
56,1810-09-30,0.62947404
57,1810-10-31,0.8010697
58,1810-11-30,1.0096052
59,1810-12-31,0.99073786
60,1811-01-31,0.8028242
61,1811-02-28,1.0389131
62,1811-03-31,0.89139086
63,1811-04-30,0.874083
64,1811-05-31,0.8675646
65,1811-06-30,0.47345048
66,1811-07-31,0.5477847
67,1811-08-31,0.5830809
68,1811-09-30,0.68326503
69,1811-10-31,0.8420365
70,1811-11-30,0.8280915
71,1811-12-31,1.0385776
72,1812-01-31,0.8404371
73,1812-02-29,0.8038817
74,1812-03-31,0.9469146
75,1812-04-30,0.8841234
76,1812-05-31,0.62954605
77,1812-06-30,0.3964919
78,1812-07-31,0.36588663
79,1812-08-31,0.42492566
80,1812-09-30,0.5958503
81,1812-10-31,1.0252578
82,1812-11-30,1.0123506
83,1812-12-31,0.8641518
84,1813-01-31,0.85639143
85,1813-02-28,1.1092181
86,1813-03-31,0.92143494
87,1813-04-30,0.88984925
88,1813-05-31,0.74069333
89,1813-06-30,0.5231078
90,1813-07-31,0.43803158
91,1813-08-31,0.33111364
92,1813-09-30,0.68069607
93,1813-10-31,0.9956158
94,1813-11-30,0.8158065
95,1813-12-31,0.9833397
96,1814-01-31,1.1031862
97,1814-02-28,1.0339396
98,1814-03-31,1.0610884
99,1814-04-30,0.804876
100,1814-05-31,0.49188274
101,1814-06-30,0.41090202
102,1814-07-31,0.3477041
103,1814-08-31,0.35291243
104,1814-09-30,0.5311672
