,t,ts
0,1806-01-31,-1.154602
1,1806-02-28,-2.0374756
2,1806-03-31,-3.6799622
3,1806-04-30,-2.9605408
4,1806-05-31,-1.045044
5,1806-06-30,-1.7550964
6,1806-07-31,-0.51568604
7,1806-08-31,-0.414917
8,1806-09-30,0.18032837
9,1806-10-31,-1.1358948
10,1806-11-30,0.036712646
11,1806-12-31,-0.17062378
12,1807-01-31,-1.1427612
13,1807-02-28,-1.9944458
14,1807-03-31,-3.3587952
15,1807-04-30,-2.6897888
16,1807-05-31,-1.1199036
17,1807-06-30,-1.1230469
18,1807-07-31,0.5739136
19,1807-08-31,1.3963928
20,1807-09-30,-0.8278198
21,1807-10-31,-1.5181885
22,1807-11-30,-1.3686829
23,1807-12-31,-1.3568726
24,1808-01-31,-1.3979492
25,1808-02-29,-5.5272827
26,1808-03-31,-6.8115234
27,1808-04-30,-3.679718
28,1808-05-31,-1.2709045
29,1808-06-30,-0.26651
30,1808-07-31,0.5018616
31,1808-08-31,-0.26000977
32,1808-09-30,-0.52963257
33,1808-10-31,-1.7842407
34,1808-11-30,-1.3139648
35,1808-12-31,-2.8521118
36,1809-01-31,-1.576477
37,1809-02-28,0.43746948
38,1809-03-31,-1.4503784
39,1809-04-30,-2.0688171
40,1809-05-31,-0.7475586
41,1809-06-30,-1.3656311
42,1809-07-31,-0.29153442
43,1809-08-31,0.26187134
44,1809-09-30,-0.24459839
45,1809-10-31,-1.3954163
46,1809-11-30,-2.063568
47,1809-12-31,0.21411133
48,1810-01-31,-0.8474121
49,1810-02-28,-0.9355469
50,1810-03-31,-2.4526367
51,1810-04-30,-3.1851501
52,1810-05-31,-1.9560852
53,1810-06-30,-1.5586548
54,1810-07-31,0.08828735
55,1810-08-31,-0.1435852
56,1810-09-30,-0.19699097
57,1810-10-31,-1.3387756
58,1810-11-30,-1.8663635
59,1810-12-31,-1.1358032
60,1811-01-31,-0.7251892
61,1811-02-28,-0.9516907
62,1811-03-31,-1.1002808
63,1811-04-30,-3.667328
64,1811-05-31,-2.1712036
65,1811-06-30,-1.1754456
66,1811-07-31,-0.54208374
67,1811-08-31,-0.77615356
68,1811-09-30,-1.5903625
69,1811-10-31,-1.2792053
70,1811-11-30,-1.9432373
71,1811-12-31,-0.69454956
72,1812-01-31,-0.82162476
73,1812-02-29,-0.53604126
74,1812-03-31,-4.2870483
75,1812-04-30,-3.3720093
76,1812-05-31,-0.64886475
77,1812-06-30,-0.44229126
78,1812-07-31,-0.72991943
79,1812-08-31,-0.22808838
80,1812-09-30,-1.3120728
81,1812-10-31,-1.2131958
82,1812-11-30,-2.165924
83,1812-12-31,-1.5461121
84,1813-01-31,-1.5654602
85,1813-02-28,-0.7574158
86,1813-03-31,-3.364563
87,1813-04-30,-2.314087
88,1813-05-31,-2.1807861
89,1813-06-30,-0.7017822
90,1813-07-31,0.99191284
91,1813-08-31,-0.47491455
92,1813-09-30,-0.40014648
93,1813-10-31,-2.3362427
94,1813-11-30,-0.91116333
95,1813-12-31,-1.4835815
96,1814-01-31,-3.099701
97,1814-02-28,-2.258789
98,1814-03-31,-3.808075
99,1814-04-30,-0.57025146
100,1814-05-31,-1.2835388
101,1814-06-30,-0.8220825
102,1814-07-31,0.1892395
103,1814-08-31,-0.08602905
104,1814-09-30,-0.09649658
105,1814-10-31,-1.4512634
106,1814-11-30,-0.9824524
107,1814-12-31,-1.184082
108,1815-01-31,-1.5448303
109,1815-02-28,0.051513672
110,1815-03-31,-0.48446655
111,1815-04-30,-1.7867737
112,1815-05-31,-2.1484985
113,1815-06-30,-0.7186279
114,1815-07-31,-0.56869507
115,1815-08-31,-0.12521362
116,1815-09-30,-0.77474976
117,1815-10-31,-0.5204773
118,1815-11-30,-1.6994019
119,1815-12-31,-1.1763306
120,1816-01-31,-0.875
121,1816-02-29,-4.70166
122,1816-03-31,-4.500641
123,1816-04-30,-4.0321045
124,1816-05-31,-2.5497437
125,1816-06-30,-1.1273193
126,1816-07-31,0.30630493
127,1816-08-31,-1.7983398
128,1816-09-30,-1.1633606
129,1816-10-31,-1.8170776
130,1816-11-30,-1.7051697
131,1816-12-31,-0.31097412
132,1817-01-31,1.7108154
133,1817-02-28,0.37039185
134,1817-03-31,-3.6123657
135,1817-04-30,-3.6146545
136,1817-05-31,-1.9339294
137,1817-06-30,-0.16290283
138,1817-07-31,-0.0005493164
139,1817-08-31,-0.5275879
140,1817-09-30,0.49642944
141,1817-10-31,-1.4194031
142,1817-11-30,-0.3361206
143,1817-12-31,-2.150879
144,1818-01-31,-0.02734375
145,1818-02-28,-1.2762146
146,1818-03-31,-3.3723145
147,1818-04-30,-4.1221313
148,1818-05-31,-1.8717346
149,1818-06-30,-1.0254211
150,1818-07-31,0.8222046
151,1818-08-31,-0.22131348
152,1818-09-30,-0.054748535
153,1818-10-31,0.28533936
154,1818-11-30,-0.6387329
155,1818-12-31,-0.41885376
156,1819-01-31,-0.3017273
157,1819-02-28,-3.434082
158,1819-03-31,-5.299347
159,1819-04-30,-4.150482
160,1819-05-31,-2.0664368
161,1819-06-30,-0.30194092
162,1819-07-31,-0.097473145
163,1819-08-31,0.06826782
164,1819-09-30,-0.4590149
165,1819-10-31,-1.3990173
166,1819-11-30,-2.4348755
167,1819-12-31,-1.5036316
168,1820-01-31,-1.5220032
169,1820-02-29,-0.58187866
170,1820-03-31,-3.847351
171,1820-04-30,-1.9693298
172,1820-05-31,-0.9206543
173,1820-06-30,-0.98373413
174,1820-07-31,-0.4166565
175,1820-08-31,-0.48840332
176,1820-09-30,-1.0517578
177,1820-10-31,-1.102417
178,1820-11-30,-2.0782166
179,1820-12-31,-1.6369934
180,1821-01-31,-0.8897705
181,1821-02-28,-1.855957
182,1821-03-31,-4.0750427
183,1821-04-30,-3.0078735
184,1821-05-31,-1.7557068
185,1821-06-30,-1.8469543
186,1821-07-31,-0.92282104
187,1821-08-31,-0.80130005
188,1821-09-30,-0.68426514
189,1821-10-31,-0.98236084
190,1821-11-30,-1.0995483
191,1821-12-31,-1.0752258
192,1822-01-31,-2.2634888
193,1822-02-28,0.43276978
194,1822-03-31,-1.2831726
195,1822-04-30,-2.5652466
196,1822-05-31,-1.5045471
