,t,ts
0,1806-01-31,1.0430907
1,1806-02-28,0.8905867
2,1806-03-31,1.0650356
3,1806-04-30,0.6941001
4,1806-05-31,0.68421304
5,1806-06-30,0.3939478
6,1806-07-31,0.37555483
7,1806-08-31,0.5010514
8,1806-09-30,0.60745806
9,1806-10-31,0.7491927
10,1806-11-30,0.9345028
11,1806-12-31,1.1093211
12,1807-01-31,0.83843774
13,1807-02-28,0.9830972
14,1807-03-31,0.8098702
15,1807-04-30,1.0353403
16,1807-05-31,0.6425954
17,1807-06-30,0.44560784
18,1807-07-31,0.45454168
19,1807-08-31,0.4694441
20,1807-09-30,0.6206425
21,1807-10-31,0.90182453
22,1807-11-30,1.048023
23,1807-12-31,0.9772482
24,1808-01-31,0.8459871
25,1808-02-29,1.3607289
26,1808-03-31,0.94573534
27,1808-04-30,0.8585773
28,1808-05-31,0.7252897
29,1808-06-30,0.4607845
30,1808-07-31,0.4742414
31,1808-08-31,0.4090652
32,1808-09-30,0.57833934
33,1808-10-31,0.778516
34,1808-11-30,0.84947073
35,1808-12-31,0.9198526
36,1809-01-31,0.88932353
37,1809-02-28,0.8889381
38,1809-03-31,0.8235492
39,1809-04-30,0.7721554
40,1809-05-31,0.6026655
41,1809-06-30,0.35426924
42,1809-07-31,0.41003287
43,1809-08-31,0.36720797
44,1809-09-30,0.73529357
45,1809-10-31,0.7191053
46,1809-11-30,0.90347147
47,1809-12-31,0.8549156
48,1810-01-31,0.9196847
49,1810-02-28,0.98167485
50,1810-03-31,0.920668
51,1810-04-30,0.73761106
52,1810-05-31,0.64258367
53,1810-06-30,0.42384645
54,1810-07-31,0.3494414
55,1810-08-31,0.40511194
56,1810-09-30,0.63762146
57,1810-10-31,0.81109154
58,1810-11-30,1.0055302
59,1810-12-31,0.99964863
60,1811-01-31,0.799104
61,1811-02-28,1.0414484
62,1811-03-31,0.88932025
63,1811-04-30,0.8750351
64,1811-05-31,0.86724824
65,1811-06-30,0.46874055
66,1811-07-31,0.5456632
67,1811-08-31,0.57471067
68,1811-09-30,0.67141366
69,1811-10-31,0.8491233
70,1811-11-30,0.8231673
71,1811-12-31,1.039733
72,1812-01-31,0.83725524
73,1812-02-29,0.8007557
74,1812-03-31,0.9404784
75,1812-04-30,0.8799218
76,1812-05-31,0.6254101
77,1812-06-30,0.39122954
