,t,ts
0,1806-01-31,-0.17084321
1,1806-02-28,-0.5780293
2,1806-03-31,-1.9184244
3,1806-04-30,-1.6846347
4,1806-05-31,-0.9741823
5,1806-06-30,-1.5134097
6,1806-07-31,-0.5400287
7,1806-08-31,-0.42730278
8,1806-09-30,0.16794586
9,1806-10-31,-1.2076691
10,1806-11-30,-0.06973331
11,1806-12-31,0.29956242
12,1807-01-31,-0.42480066
13,1807-02-28,-0.5745834
14,1807-03-31,-1.7502263
15,1807-04-30,-1.5034955
16,1807-05-31,-0.93665653
17,1807-06-30,-1.2104689
18,1807-07-31,0.18809001
19,1807-08-31,1.0117897
20,1807-09-30,-0.8400475
21,1807-10-31,-1.4779757
22,1807-11-30,-1.1427082
23,1807-12-31,-1.1125054
24,1808-01-31,-0.6177922
25,1808-02-29,-2.501986
26,1808-03-31,-4.2203937
27,1808-04-30,-2.0547376
28,1808-05-31,-1.061041
29,1808-06-30,-0.6180792
30,1808-07-31,0.14373414
31,1808-08-31,-0.40529352
32,1808-09-30,-0.55261153
33,1808-10-31,-1.7038234
34,1808-11-30,-1.5080996
35,1808-12-31,-2.5762975
36,1809-01-31,-0.7662966
37,1809-02-28,1.3835356
38,1809-03-31,-0.6701785
39,1809-04-30,-0.9966859
40,1809-05-31,-0.6604803
41,1809-06-30,-1.1930201
42,1809-07-31,-0.42699465
43,1809-08-31,0.07616867
44,1809-09-30,-0.29432726
45,1809-10-31,-1.4873017
46,1809-11-30,-2.0781102
47,1809-12-31,0.41505477
48,1810-01-31,-0.3471947
49,1810-02-28,0.2934937
50,1810-03-31,-0.82005346
51,1810-04-30,-1.8048149
52,1810-05-31,-1.764259
53,1810-06-30,-1.4254565
54,1810-07-31,-0.21224143
55,1810-08-31,-0.29133487
56,1810-09-30,-0.13649851
57,1810-10-31,-1.4635671
58,1810-11-30,-1.6534445
59,1810-12-31,-0.79433376
60,1811-01-31,-0.11291532
61,1811-02-28,0.5707545
62,1811-03-31,0.10274602
63,1811-04-30,-2.2103019
64,1811-05-31,-1.5952367
65,1811-06-30,-1.0502828
66,1811-07-31,-0.5320812
67,1811-08-31,-0.7385378
68,1811-09-30,-1.5050305
69,1811-10-31,-1.1056685
70,1811-11-30,-1.7129644
71,1811-12-31,-0.4890698
72,1812-01-31,-0.18081602
73,1812-02-29,0.46933585
74,1812-03-31,-2.3361375
75,1812-04-30,-1.9713906
76,1812-05-31,-0.6810988
77,1812-06-30,-0.4196407
78,1812-07-31,-0.60692835
79,1812-08-31,-0.32818973
80,1812-09-30,-1.3845931
81,1812-10-31,-1.0957199
82,1812-11-30,-2.063706
83,1812-12-31,-1.3210369
84,1813-01-31,-1.1137166
85,1813-02-28,1.0424141
86,1813-03-31,-1.5950532
87,1813-04-30,-1.0935894
88,1813-05-31,-1.9904821
89,1813-06-30,-0.7364243
90,1813-07-31,0.41254053
91,1813-08-31,-0.5972632
92,1813-09-30,-0.41045272
93,1813-10-31,-2.118309
94,1813-11-30,-1.0320302
95,1813-12-31,-1.0946449
96,1814-01-31,-2.1288548
97,1814-02-28,-0.95425016
98,1814-03-31,-1.741824
99,1814-04-30,0.32150733
100,1814-05-31,-1.2097569
101,1814-06-30,-0.8576687
102,1814-07-31,-0.021664858
103,1814-08-31,-0.23258288
104,1814-09-30,-0.12259399
105,1814-10-31,-1.3225819
106,1814-11-30,-1.0051765
107,1814-12-31,-0.8000443
108,1815-01-31,-1.1497335
109,1815-02-28,0.98217064
110,1815-03-31,0.418823
111,1815-04-30,-0.8678435
112,1815-05-31,-1.8387554
113,1815-06-30,-0.71373916
