,t,ts
0,1806-01-31,-0.40127563
1,1806-02-28,-1.4971313
2,1806-03-31,-1.071228
3,1806-04-30,2.0193787
4,1806-05-31,7.303528
5,1806-06-30,11.936005
6,1806-07-31,15.892334
7,1806-08-31,16.187256
8,1806-09-30,13.5894165
9,1806-10-31,8.4765625
10,1806-11-30,5.276062
11,1806-12-31,2.2996216
12,1807-01-31,-0.6552429
13,1807-02-28,-1.4936829
14,1807-03-31,-0.90301514
15,1807-04-30,2.200531
16,1807-05-31,7.3410645
17,1807-06-30,12.238953
18,1807-07-31,16.620453
19,1807-08-31,17.626343
20,1807-09-30,12.581421
21,1807-10-31,8.206268
22,1807-11-30,4.2030945
23,1807-12-31,0.8875427
24,1808-01-31,-0.84820557
25,1808-02-29,-3.4210815
26,1808-03-31,-3.3731995
27,1808-04-30,1.6492615
28,1808-05-31,7.216675
29,1808-06-30,12.831329
30,1808-07-31,16.57611
31,1808-08-31,16.209259
32,1808-09-30,12.868835
33,1808-10-31,7.9804077
34,1808-11-30,3.8377075
35,1808-12-31,-0.5762329
36,1809-01-31,-0.9967346
37,1809-02-28,0.46444702
38,1809-03-31,0.17703247
39,1809-04-30,2.7073364
40,1809-05-31,7.6172485
41,1809-06-30,12.256378
42,1809-07-31,16.005371
43,1809-08-31,16.690735
44,1809-09-30,13.127136
45,1809-10-31,8.19693
46,1809-11-30,3.2677002
47,1809-12-31,2.4151
48,1810-01-31,-0.5776062
49,1810-02-28,-0.62561035
50,1810-03-31,0.027160645
51,1810-04-30,1.8992004
52,1810-05-31,6.5134583
53,1810-06-30,12.023956
54,1810-07-31,16.220123
55,1810-08-31,16.323212
56,1810-09-30,13.284973
57,1810-10-31,8.220673
58,1810-11-30,3.6923523
59,1810-12-31,1.205719
60,1811-01-31,-0.34335327
61,1811-02-28,-0.34835815
62,1811-03-31,0.9499512
63,1811-04-30,1.4937134
64,1811-05-31,6.6824646
65,1811-06-30,12.399139
66,1811-07-31,15.900299
67,1811-08-31,15.876038
68,1811-09-30,11.916412
69,1811-10-31,8.578583
70,1811-11-30,3.632843
71,1811-12-31,1.5109863
72,1812-01-31,-0.41125488
73,1812-02-29,-0.44976807
74,1812-03-31,-1.4889221
75,1812-04-30,1.7326355
76,1812-05-31,7.5966187
77,1812-06-30,13.029785
78,1812-07-31,15.825439
79,1812-08-31,16.286377
80,1812-09-30,12.036865
81,1812-10-31,8.5885315
82,1812-11-30,3.2821045
83,1812-12-31,0.6790161
84,1813-01-31,-1.3441467
85,1813-02-28,0.12332153
86,1813-03-31,-0.74783325
87,1813-04-30,2.6104126
88,1813-05-31,6.2872314
89,1813-06-30,12.712982
90,1813-07-31,16.84491
91,1813-08-31,16.017303
92,1813-09-30,13.011017
93,1813-10-31,7.5659485
94,1813-11-30,4.3137817
95,1813-12-31,0.905426
96,1814-01-31,-2.3592834
97,1814-02-28,-1.873352
98,1814-03-31,-0.8946228
99,1814-04-30,4.0255127
100,1814-05-31,7.0679626
101,1814-06-30,12.591736
102,1814-07-31,16.410706
103,1814-08-31,16.381989
104,1814-09-30,13.298859
105,1814-10-31,8.361664
106,1814-11-30,4.340637
107,1814-12-31,1.2000122
108,1815-01-31,-1.3801575
109,1815-02-28,0.063079834
110,1815-03-31,1.2660217
111,1815-04-30,2.8361816
112,1815-05-31,6.438965
113,1815-06-30,12.735687
114,1815-07-31,15.841553
115,1815-08-31,16.400208
116,1815-09-30,12.769379
117,1815-10-31,8.895721
118,1815-11-30,3.6148682
119,1815-12-31,0.8814392
120,1816-01-31,-0.35235596
121,1816-02-29,-3.3754883
122,1816-03-31,-1.2918396
123,1816-04-30,1.4095764
124,1816-05-31,6.082794
125,1816-06-30,12.205627
126,1816-07-31,16.398102
127,1816-08-31,14.962006
128,1816-09-30,12.2691345
129,1816-10-31,7.8684387
130,1816-11-30,3.5949402
131,1816-12-31,1.6898499
132,1817-01-31,1.8649597
133,1817-02-28,0.27035522
134,1817-03-31,-0.981781
135,1817-04-30,1.4385986
136,1817-05-31,6.464569
137,1817-06-30,13.097809
138,1817-07-31,16.031433
139,1817-08-31,16.025452
140,1817-09-30,13.659912
141,1817-10-31,8.05249
142,1817-11-30,4.9859314
143,1817-12-31,0.24368286
144,1818-01-31,0.7251282
145,1818-02-28,-0.75805664
146,1818-03-31,-0.42947388
147,1818-04-30,1.2176208
148,1818-05-31,6.50885
149,1818-06-30,12.388733
150,1818-07-31,16.90979
151,1818-08-31,16.224731
152,1818-09-30,13.278931
153,1818-10-31,9.734283
154,1818-11-30,4.786957
155,1818-12-31,1.6023865
156,1819-01-31,0.13000488
157,1819-02-28,-2.1486816
158,1819-03-31,-2.2086182
159,1819-04-30,1.2474976
160,1819-05-31,6.410797
161,1819-06-30,12.966278
162,1819-07-31,16.118713
163,1819-08-31,16.641815
164,1819-09-30,12.966339
165,1819-10-31,8.293732
166,1819-11-30,3.0224915
167,1819-12-31,0.8529663
168,1820-01-31,-1.1529236
169,1820-02-29,-0.28125
170,1820-03-31,-1.1252747
171,1820-04-30,3.0116882
172,1820-05-31,7.505005
173,1820-06-30,12.488831
174,1820-07-31,15.856842
175,1820-08-31,16.238373
176,1820-09-30,12.343292
177,1820-10-31,8.602081
178,1820-11-30,3.2667236
179,1820-12-31,0.57525635
180,1821-01-31,-0.30566406
181,1821-02-28,-1.3623962
182,1821-03-31,-1.1248474
183,1821-04-30,2.2592163
184,1821-05-31,6.8223877
185,1821-06-30,11.8611145
186,1821-07-31,15.502014
187,1821-08-31,15.958557
188,1821-09-30,12.93573
189,1821-10-31,8.660675
190,1821-11-30,4.5610046
191,1821-12-31,1.2770996
192,1822-01-31,-1.8230896
193,1822-02-28,0.38311768
194,1822-03-31,0.635437
195,1822-04-30,1.7927551
196,1822-05-31,6.6112976
197,1822-06-30,12.055603
198,1822-07-31,16.178955
199,1822-08-31,16.322418
200,1822-09-30,12.288513
201,1822-10-31,7.7615967
202,1822-11-30,4.564026
203,1822-12-31,1.4863281
204,1823-01-31,-1.6260071
205,1823-02-28,-1.781311
206,1823-03-31,-1.2615051
207,1823-04-30,2.4467163
208,1823-05-31,7.2385864
209,1823-06-30,12.702179
210,1823-07-31,16.199127
211,1823-08-31,16.548065
212,1823-09-30,12.632782
213,1823-10-31,8.871674
214,1823-11-30,3.9750671
215,1823-12-31,0.95373535
216,1824-01-31,-1.4866028
217,1824-02-29,-2.5704956
218,1824-03-31,-1.7601013
219,1824-04-30,1.5527344
220,1824-05-31,7.048462
221,1824-06-30,12.665863
222,1824-07-31,16.119537
223,1824-08-31,16.213654
224,1824-09-30,13.280731
225,1824-10-31,7.2047424
226,1824-11-30,4.018341
227,1824-12-31,1.8024292
228,1825-01-31,-0.51568604
229,1825-02-28,-0.44683838
230,1825-03-31,-0.436615
231,1825-04-30,2.1643372
232,1825-05-31,6.660675
233,1825-06-30,12.441895
234,1825-07-31,16.325592
235,1825-08-31,16.261261
236,1825-09-30,13.060059
237,1825-10-31,8.727386
238,1825-11-30,4.058563
239,1825-12-31,1.2111206
240,1826-01-31,-2.1431885
241,1826-02-28,0.63671875
242,1826-03-31,0.10217285
243,1826-04-30,2.448639
244,1826-05-31,6.7134094
245,1826-06-30,13.246216
246,1826-07-31,16.938202
247,1826-08-31,16.626251
248,1826-09-30,12.8159485
249,1826-10-31,8.705994
250,1826-11-30,3.506012
251,1826-12-31,0.8039856
252,1827-01-31,-1.6333618
253,1827-02-28,-3.188507
254,1827-03-31,0.58895874
255,1827-04-30,2.302124
256,1827-05-31,7.372162
257,1827-06-30,12.949127
258,1827-07-31,16.198212
259,1827-08-31,16.190735
260,1827-09-30,13.274353
261,1827-10-31,8.57724
262,1827-11-30,3.2667847
263,1827-12-31,2.0665588
264,1828-01-31,-1.035614
265,1828-02-29,-2.9283447
266,1828-03-31,-1.1506348
267,1828-04-30,2.2346191
268,1828-05-31,7.0777893
269,1828-06-30,13.053314
270,1828-07-31,16.48407
271,1828-08-31,16.108887
272,1828-09-30,13.186951
273,1828-10-31,8.006165
274,1828-11-30,4.0747986
275,1828-12-31,1.233429
276,1829-01-31,-3.0320435
277,1829-02-28,-3.6583862
278,1829-03-31,-1.9126587
279,1829-04-30,2.3607483
280,1829-05-31,6.9584656
281,1829-06-30,12.926483
282,1829-07-31,16.21106
283,1829-08-31,16.024323
284,1829-09-30,13.018646
285,1829-10-31,7.6312256
286,1829-11-30,2.493744
287,1829-12-31,-1.1097412
288,1830-01-31,-2.690796
289,1830-02-28,-2.2532349
290,1830-03-31,0.2770996
291,1830-04-30,2.578308
292,1830-05-31,6.3791504
293,1830-06-30,12.605377
294,1830-07-31,16.341675
295,1830-08-31,16.340729
296,1830-09-30,12.612274
297,1830-10-31,8.204346
298,1830-11-30,4.469391
299,1830-12-31,-1.3354797
300,1831-01-31,-2.2375183
301,1831-02-28,-1.1260681
302,1831-03-31,-1.9392395
303,1831-04-30,1.8130798
304,1831-05-31,6.459778
305,1831-06-30,12.89328
306,1831-07-31,16.521484
307,1831-08-31,16.373474
308,1831-09-30,12.711548
309,1831-10-31,9.717529
310,1831-11-30,3.6384277
311,1831-12-31,0.7845459
312,1832-01-31,-1.2841187
313,1832-02-29,-3.1143188
314,1832-03-31,-0.94351196
315,1832-04-30,1.960846
316,1832-05-31,5.9575806
317,1832-06-30,12.991425
318,1832-07-31,15.223938
319,1832-08-31,16.241943
320,1832-09-30,12.505493
321,1832-10-31,7.6013184
322,1832-11-30,1.7651062
323,1832-12-31,-1.456665
324,1833-01-31,-0.381958
325,1833-02-28,-3.6411438
326,1833-03-31,-3.1688538
327,1833-04-30,1.4223328
328,1833-05-31,7.0882874
329,1833-06-30,12.566071
330,1833-07-31,15.490631
331,1833-08-31,14.152771
332,1833-09-30,12.916992
333,1833-10-31,8.905701
334,1833-11-30,5.1380005
335,1833-12-31,1.9766235
336,1834-01-31,-2.2756653
337,1834-02-28,-3.3416138
338,1834-03-31,-0.7232361
339,1834-04-30,3.007904
340,1834-05-31,7.2617493
341,1834-06-30,12.497742
342,1834-07-31,16.823761
343,1834-08-31,16.67038
344,1834-09-30,13.589905
345,1834-10-31,8.963654
346,1834-11-30,4.5610046
347,1834-12-31,1.5905151
348,1835-01-31,1.5627747
349,1835-02-28,-0.85562134
350,1835-03-31,-1.3892517
351,1835-04-30,2.0231628
352,1835-05-31,6.713501
353,1835-06-30,12.837036
354,1835-07-31,16.486115
355,1835-08-31,14.885773
356,1835-09-30,12.759094
357,1835-10-31,8.045044
358,1835-11-30,3.1403503
359,1835-12-31,0.65026855
360,1836-01-31,-0.30459595
