,t,ts
0,1806-01-31,1.1811218
1,1806-02-28,-0.22686768
2,1806-03-31,0.35256958
3,1806-04-30,3.1994324
4,1806-05-31,8.3515625
5,1806-06-30,12.443817
6,1806-07-31,16.482056
7,1806-08-31,16.961823
8,1806-09-30,14.49707
9,1806-10-31,9.736816
10,1806-11-30,6.3468018
11,1806-12-31,4.2095947
12,1807-01-31,0.63391113
13,1807-02-28,0.12997437
14,1807-03-31,0.48989868
15,1807-04-30,3.82135
16,1807-05-31,8.269745
17,1807-06-30,13.046631
18,1807-07-31,17.318634
19,1807-08-31,18.26007
20,1807-09-30,13.477997
21,1807-10-31,9.581757
22,1807-11-30,5.9611206
23,1807-12-31,2.5386963
24,1808-01-31,0.13693237
25,1808-02-29,-1.4345398
26,1808-03-31,-1.9375
27,1808-04-30,2.9979553
28,1808-05-31,8.165009
29,1808-06-30,13.651428
30,1808-07-31,17.332123
31,1808-08-31,16.865753
32,1808-09-30,13.728302
33,1808-10-31,9.231354
34,1808-11-30,5.099518
35,1808-12-31,0.80566406
36,1809-01-31,0.36120605
37,1809-02-28,1.6302185
38,1809-03-31,1.3176575
39,1809-04-30,3.9096375
40,1809-05-31,8.5217285
41,1809-06-30,12.775482
42,1809-07-31,16.681305
43,1809-08-31,17.223999
44,1809-09-30,14.179291
45,1809-10-31,9.332886
46,1809-11-30,4.6940002
47,1809-12-31,3.684967
48,1810-01-31,0.7329407
49,1810-02-28,0.682251
50,1810-03-31,1.3243103
51,1810-04-30,3.005188
52,1810-05-31,7.5914307
53,1810-06-30,12.700439
54,1810-07-31,16.751404
55,1810-08-31,16.916443
56,1810-09-30,14.17514
57,1810-10-31,9.6185
58,1810-11-30,5.2575684
59,1810-12-31,2.4412231
60,1811-01-31,0.84677124
61,1811-02-28,1.1722107
62,1811-03-31,2.1714172
63,1811-04-30,2.8007202
64,1811-05-31,8.128418
65,1811-06-30,13.322235
66,1811-07-31,16.907501
67,1811-08-31,16.733734
68,1811-09-30,12.920227
69,1811-10-31,9.627686
70,1811-11-30,5.075012
71,1811-12-31,2.8501587
72,1812-01-31,0.8905029
73,1812-02-29,0.81329346
74,1812-03-31,0.06677246
75,1812-04-30,3.0059814
76,1812-05-31,8.613037
77,1812-06-30,13.750092
78,1812-07-31,16.476562
79,1812-08-31,16.9357
80,1812-09-30,12.79187
81,1812-10-31,9.989258
82,1812-11-30,5.142761
83,1812-12-31,1.9199524
84,1813-01-31,-0.06625366
85,1813-02-28,1.7471924
86,1813-03-31,0.6513672
87,1813-04-30,3.882141
88,1813-05-31,7.3938904
89,1813-06-30,13.580139
90,1813-07-31,17.506897
91,1813-08-31,16.573029
92,1813-09-30,13.880157
93,1813-10-31,8.833191
94,1813-11-30,5.4963074
95,1813-12-31,2.3900146
96,1814-01-31,-0.3514099
97,1814-02-28,-0.30700684
98,1814-03-31,0.78240967
99,1814-04-30,5.3027344
100,1814-05-31,7.920044
101,1814-06-30,13.17572
102,1814-07-31,16.969055
103,1814-08-31,17.00592
104,1814-09-30,14.007843
105,1814-10-31,9.753601
106,1814-11-30,5.7393494
107,1814-12-31,2.7270508
108,1815-01-31,-0.37445068
109,1815-02-28,1.0621033
110,1815-03-31,2.1765747
111,1815-04-30,3.83313
112,1815-05-31,7.1728516
113,1815-06-30,13.276978
114,1815-07-31,16.26294
115,1815-08-31,16.932678
116,1815-09-30,13.537994
117,1815-10-31,9.65683
118,1815-11-30,4.674408
119,1815-12-31,1.724823
120,1816-01-31,1.1217651
121,1816-02-29,-1.6920776
122,1816-03-31,0.05206299
123,1816-04-30,2.535675
124,1816-05-31,7.107544
125,1816-06-30,12.829102
126,1816-07-31,16.963959
127,1816-08-31,15.576508
128,1816-09-30,13.196472
129,1816-10-31,8.868835
130,1816-11-30,4.8365784
131,1816-12-31,2.6271973
132,1817-01-31,2.6659546
133,1817-02-28,1.5568237
134,1817-03-31,0.77948
135,1817-04-30,2.599945
136,1817-05-31,7.466156
137,1817-06-30,13.713257
138,1817-07-31,16.492676
139,1817-08-31,16.713165
140,1817-09-30,14.373322
141,1817-10-31,8.898315
142,1817-11-30,5.968567
143,1817-12-31,1.6642456
144,1818-01-31,1.8955078
145,1818-02-28,1.0828247
146,1818-03-31,1.5882263
147,1818-04-30,2.5526428
148,1818-05-31,7.5600586
149,1818-06-30,13.000458
150,1818-07-31,17.568146
151,1818-08-31,16.957794
152,1818-09-30,14.031616
153,1818-10-31,10.388794
154,1818-11-30,6.027649
155,1818-12-31,2.900177
156,1819-01-31,1.2549744
157,1819-02-28,-0.07446289
158,1819-03-31,-0.313385
159,1819-04-30,2.708252
160,1819-05-31,7.529358
161,1819-06-30,13.634277
162,1819-07-31,16.622406
163,1819-08-31,17.461945
164,1819-09-30,13.848907
165,1819-10-31,9.535645
166,1819-11-30,4.8578186
167,1819-12-31,1.9901428
168,1820-01-31,0.033966064
169,1820-02-29,1.0797424
170,1820-03-31,0.48010254
171,1820-04-30,4.786499
172,1820-05-31,8.534302
173,1820-06-30,13.035461
174,1820-07-31,16.515228
175,1820-08-31,16.812378
176,1820-09-30,13.377319
177,1820-10-31,9.715332
178,1820-11-30,4.5716553
179,1820-12-31,1.685669
180,1821-01-31,1.3384094
181,1821-02-28,0.48217773
182,1821-03-31,0.6022949
183,1821-04-30,3.8763428
184,1821-05-31,7.7235107
185,1821-06-30,12.530518
186,1821-07-31,16.092468
187,1821-08-31,16.488678
188,1821-09-30,13.969727
189,1821-10-31,9.863586
190,1821-11-30,5.9718018
191,1821-12-31,2.5819702
192,1822-01-31,-0.47860718
193,1822-02-28,1.2941589
194,1822-03-31,2.0849915
195,1822-04-30,2.8449402
196,1822-05-31,7.6295776
197,1822-06-30,13.005035
198,1822-07-31,17.160828
199,1822-08-31,16.96518
200,1822-09-30,13.343475
201,1822-10-31,9.145966
202,1822-11-30,6.127472
203,1822-12-31,2.4942627
204,1823-01-31,-0.4112854
205,1823-02-28,0.5380554
206,1823-03-31,0.55722046
207,1823-04-30,3.7277527
208,1823-05-31,8.28363
209,1823-06-30,13.467834
210,1823-07-31,16.77246
211,1823-08-31,17.23938
212,1823-09-30,13.53775
213,1823-10-31,10.030609
214,1823-11-30,5.2351074
215,1823-12-31,2.5183105
216,1824-01-31,0.32421875
217,1824-02-29,-0.8331604
218,1824-03-31,-0.17364502
219,1824-04-30,2.7648926
220,1824-05-31,7.954376
221,1824-06-30,13.310913
222,1824-07-31,16.554749
223,1824-08-31,16.893433
224,1824-09-30,14.333954
225,1824-10-31,8.803009
226,1824-11-30,5.217285
227,1824-12-31,2.8781433
228,1825-01-31,0.3920288
229,1825-02-28,0.738739
230,1825-03-31,0.68536377
231,1825-04-30,3.2920227
232,1825-05-31,7.8501587
233,1825-06-30,13.207703
234,1825-07-31,17.209808
235,1825-08-31,17.001648
236,1825-09-30,14.414429
237,1825-10-31,9.72467
238,1825-11-30,5.365143
239,1825-12-31,2.4624634
240,1826-01-31,-0.9098816
241,1826-02-28,1.8546448
242,1826-03-31,1.4144897
243,1826-04-30,3.5408325
244,1826-05-31,7.8624573
245,1826-06-30,14.284393
246,1826-07-31,17.640137
247,1826-08-31,17.258026
248,1826-09-30,13.669281
249,1826-10-31,9.589325
250,1826-11-30,4.7361755
251,1826-12-31,2.2244263
252,1827-01-31,-0.15475464
253,1827-02-28,-1.4505005
254,1827-03-31,1.9935303
255,1827-04-30,3.5764465
256,1827-05-31,8.450531
257,1827-06-30,13.692139
258,1827-07-31,16.738617
259,1827-08-31,16.839783
260,1827-09-30,14.25415
261,1827-10-31,9.919403
262,1827-11-30,4.540222
263,1827-12-31,3.6271667
264,1828-01-31,0.3274536
265,1828-02-29,-1.0116272
266,1828-03-31,0.13833618
267,1828-04-30,3.5020447
268,1828-05-31,8.040741
269,1828-06-30,13.742554
270,1828-07-31,17.12973
271,1828-08-31,16.61258
272,1828-09-30,14.145233
273,1828-10-31,9.094269
274,1828-11-30,5.3100586
275,1828-12-31,2.5045166
276,1829-01-31,-1.6204834
277,1829-02-28,-2.1478577
278,1829-03-31,-0.5225525
279,1829-04-30,3.705841
280,1829-05-31,8.088043
281,1829-06-30,13.546356
282,1829-07-31,16.671906
283,1829-08-31,16.57486
284,1829-09-30,13.842072
285,1829-10-31,8.728058
286,1829-11-30,3.6848145
287,1829-12-31,0.023864746
288,1830-01-31,-1.4816589
289,1830-02-28,-0.5986328
290,1830-03-31,1.90271
291,1830-04-30,3.9616394
292,1830-05-31,7.414337
293,1830-06-30,13.1770935
294,1830-07-31,16.930756
295,1830-08-31,16.947876
296,1830-09-30,13.755157
297,1830-10-31,9.375214
298,1830-11-30,5.538849
299,1830-12-31,0.57489014
300,1831-01-31,-0.43704224
301,1831-02-28,0.29708862
302,1831-03-31,-0.06793213
303,1831-04-30,3.343933
304,1831-05-31,7.453766
305,1831-06-30,13.532684
306,1831-07-31,17.109406
307,1831-08-31,17.127014
308,1831-09-30,13.596741
309,1831-10-31,10.95929
310,1831-11-30,5.1067505
311,1831-12-31,2.152069
312,1832-01-31,0.44802856
313,1832-02-29,-1.2341919
314,1832-03-31,0.4586792
315,1832-04-30,3.2643433
316,1832-05-31,7.28891
317,1832-06-30,13.865143
318,1832-07-31,15.7456665
319,1832-08-31,16.863556
320,1832-09-30,13.417603
321,1832-10-31,8.616058
322,1832-11-30,3.4325256
323,1832-12-31,-0.04727173
324,1833-01-31,0.6473999
325,1833-02-28,-1.0284424
326,1833-03-31,-1.316742
327,1833-04-30,2.6176758
328,1833-05-31,7.9060364
329,1833-06-30,13.1285095
330,1833-07-31,15.975372
331,1833-08-31,14.810303
332,1833-09-30,13.697479
333,1833-10-31,9.83728
334,1833-11-30,6.053314
335,1833-12-31,3.241516
336,1834-01-31,-0.8916626
337,1834-02-28,-1.7221069
338,1834-03-31,1.00531
339,1834-04-30,4.062439
340,1834-05-31,8.104675
341,1834-06-30,13.230621
342,1834-07-31,17.495789
343,1834-08-31,17.369171
344,1834-09-30,14.259094
345,1834-10-31,9.8654175
346,1834-11-30,5.6094666
347,1834-12-31,2.6506958
348,1835-01-31,2.436432
349,1835-02-28,0.38650513
350,1835-03-31,0.46957397
351,1835-04-30,3.109497
352,1835-05-31,7.713196
353,1835-06-30,13.597229
354,1835-07-31,17.167297
355,1835-08-31,15.720856
356,1835-09-30,13.5156555
357,1835-10-31,8.848022
358,1835-11-30,4.3090515
359,1835-12-31,2.2358398
360,1836-01-31,0.7319031
361,1836-02-29,-0.44696045
362,1836-03-31,2.1125488
363,1836-04-30,4.10968
364,1836-05-31,6.8318787
365,1836-06-30,12.758942
366,1836-07-31,16.03183
367,1836-08-31,15.965668
368,1836-09-30,13.19751
369,1836-10-31,9.360107
370,1836-11-30,3.9622803
371,1836-12-31,2.141327
372,1837-01-31,-0.009155273
373,1837-02-28,0.7196045
374,1837-03-31,-1.158081
375,1837-04-30,1.6841431
376,1837-05-31,6.8645325
377,1837-06-30,12.775757
378,1837-07-31,16.553833
379,1837-08-31,17.071564
380,1837-09-30,13.484131
381,1837-10-31,10.022522
382,1837-11-30,5.633362
383,1837-12-31,1.7319641
384,1838-01-31,-1.728302
385,1838-02-28,-0.34674072
386,1838-03-31,0.424469
387,1838-04-30,3.0877686
388,1838-05-31,6.7261047
389,1838-06-30,12.746368
390,1838-07-31,16.304749
391,1838-08-31,16.19513
392,1838-09-30,14.039886
393,1838-10-31,8.686096
394,1838-11-30,4.812256
395,1838-12-31,2.3283386
396,1839-01-31,-0.056640625
397,1839-02-28,-0.32409668
398,1839-03-31,-2.0431213
399,1839-04-30,1.6179199
400,1839-05-31,7.195343
401,1839-06-30,13.068298
402,1839-07-31,17.369019
403,1839-08-31,16.860748
404,1839-09-30,14.123474
405,1839-10-31,9.941742
406,1839-11-30,5.9725647
407,1839-12-31,1.8969116
408,1840-01-31,1.1262817
409,1840-02-29,0.08666992
410,1840-03-31,-0.2076416
411,1840-04-30,3.7847595
412,1840-05-31,7.1039734
413,1840-06-30,12.564087
414,1840-07-31,15.760559
415,1840-08-31,16.88211
416,1840-09-30,13.55896
417,1840-10-31,8.483276
418,1840-11-30,5.049988
419,1840-12-31,0.82647705
420,1841-01-31,0.17208862
421,1841-02-28,0.06265259
422,1841-03-31,2.4066772
423,1841-04-30,3.9594116
424,1841-05-31,8.812317
425,1841-06-30,13.069885
426,1841-07-31,15.861572
427,1841-08-31,16.71405
428,1841-09-30,14.054291
429,1841-10-31,9.114075
430,1841-11-30,4.5405884
431,1841-12-31,3.0386963
432,1842-01-31,-1.2268372
433,1842-02-28,0.75787354
434,1842-03-31,0.871521
435,1842-04-30,1.849762
436,1842-05-31,7.7793884
437,1842-06-30,12.855682
438,1842-07-31,16.301544
439,1842-08-31,17.782196
440,1842-09-30,13.339355
441,1842-10-31,8.415619
442,1842-11-30,4.0992126
443,1842-12-31,4.103668
444,1843-01-31,1.0235596
445,1843-02-28,-1.2636719
446,1843-03-31,-0.5897827
447,1843-04-30,2.859253
448,1843-05-31,6.8821716
449,1843-06-30,13.550354
450,1843-07-31,16.692596
451,1843-08-31,17.888977
452,1843-09-30,13.65332
453,1843-10-31,9.196716
454,1843-11-30,5.592987
455,1843-12-31,2.8674927
456,1844-01-31,-1.3894653
457,1844-02-29,-2.6900024
458,1844-03-31,-1.466217
459,1844-04-30,3.1878967
460,1844-05-31,7.2177124
461,1844-06-30,12.820923
462,1844-07-31,16.725739
463,1844-08-31,16.633575
464,1844-09-30,13.624878
465,1844-10-31,9.342346
466,1844-11-30,4.0454407
467,1844-12-31,0.59802246
468,1845-01-31,0.5425415
469,1845-02-28,-3.0418396
470,1845-03-31,-1.358551
471,1845-04-30,3.759369
472,1845-05-31,7.2530518
473,1845-06-30,13.615509
474,1845-07-31,17.194824
475,1845-08-31,17.068726
476,1845-09-30,14.081909
477,1845-10-31,9.13797
478,1845-11-30,6.5060425
479,1845-12-31,2.8920593
480,1846-01-31,0.026855469
481,1846-02-28,-0.53515625
482,1846-03-31,2.2841492
483,1846-04-30,3.5343628
484,1846-05-31,7.3155823
485,1846-06-30,14.032013
486,1846-07-31,17.31137
487,1846-08-31,18.06839
488,1846-09-30,13.54364
489,1846-10-31,10.250946
490,1846-11-30,5.369171
491,1846-12-31,1.2114258
492,1847-01-31,0.80978394
493,1847-02-28,-0.08358765
494,1847-03-31,1.449707
495,1847-04-30,3.2567139
496,1847-05-31,8.322754
497,1847-06-30,13.601532
498,1847-07-31,17.274597
499,1847-08-31,17.835999
500,1847-09-30,13.453918
501,1847-10-31,8.748566
502,1847-11-30,6.521118
503,1847-12-31,1.6383972
504,1848-01-31,-2.6741333
505,1848-02-29,0.45141602
506,1848-03-31,1.5096436
507,1848-04-30,3.8707275
508,1848-05-31,7.333069
509,1848-06-30,12.911072
510,1848-07-31,15.768463
511,1848-08-31,15.996368
512,1848-09-30,13.477814
513,1848-10-31,8.543549
514,1848-11-30,4.6772156
515,1848-12-31,2.6026
516,1849-01-31,-0.27627563
517,1849-02-28,0.94833374
518,1849-03-31,-0.14196777
519,1849-04-30,2.3650818
520,1849-05-31,6.903351
521,1849-06-30,12.347107
522,1849-07-31,16.362976
523,1849-08-31,16.521393
524,1849-09-30,13.394775
525,1849-10-31,8.643433
526,1849-11-30,5.030945
527,1849-12-31,0.5111084
528,1850-01-31,-3.513794
529,1850-02-28,2.781128
530,1850-03-31,0.66116333
531,1850-04-30,3.6738892
532,1850-05-31,8.075562
533,1850-06-30,14.435425
534,1850-07-31,16.44101
535,1850-08-31,15.938538
536,1850-09-30,11.978119
537,1850-10-31,7.567383
538,1850-11-30,3.962616
539,1850-12-31,2.687439
540,1851-01-31,2.3691711
541,1851-02-28,1.8234863
542,1851-03-31,0.8105469
543,1851-04-30,3.9866638
544,1851-05-31,9.047974
545,1851-06-30,12.473145
546,1851-07-31,16.059967
547,1851-08-31,15.761505
548,1851-09-30,12.738373
549,1851-10-31,9.801941
550,1851-11-30,4.1859436
551,1851-12-31,1.9150391
552,1852-01-31,0.6150818
553,1852-02-29,-0.30096436
554,1852-03-31,-1.2538757
555,1852-04-30,2.075348
556,1852-05-31,8.912476
557,1852-06-30,13.7994995
558,1852-07-31,17.120361
559,1852-08-31,17.99762
560,1852-09-30,14.122345
561,1852-10-31,9.457794
562,1852-11-30,4.575165
563,1852-12-31,3.6029053
564,1853-01-31,1.3600769
565,1853-02-28,-2.8865051
566,1853-03-31,-2.6460266
567,1853-04-30,3.4929504
568,1853-05-31,9.283844
569,1853-06-30,14.622437
570,1853-07-31,17.235596
571,1853-08-31,17.432587
572,1853-09-30,14.648743
573,1853-10-31,11.336853
574,1853-11-30,7.276703
575,1853-12-31,2.0195007
576,1854-01-31,0.8215332
577,1854-02-28,0.57058716
578,1854-03-31,1.45578
579,1854-04-30,4.545349
580,1854-05-31,9.692261
581,1854-06-30,13.6684265
582,1854-07-31,18.082092
583,1854-08-31,18.022095
584,1854-09-30,13.990601
585,1854-10-31,9.463501
586,1854-11-30,4.464203
587,1854-12-31,3.585205
588,1855-01-31,-0.719635
589,1855-02-28,-3.137848
590,1855-03-31,-0.0012207031
591,1855-04-30,3.266388
592,1855-05-31,6.6446533
593,1855-06-30,12.469147
594,1855-07-31,17.168915
595,1855-08-31,16.375275
596,1855-09-30,13.321625
597,1855-10-31,10.88501
598,1855-11-30,5.6538086
599,1855-12-31,0.09277344
600,1856-01-31,1.7655334
601,1856-02-29,-0.00030517578
602,1856-03-31,-0.62442017
603,1856-04-30,3.2921143
604,1856-05-31,5.9399414
605,1856-06-30,13.026733
606,1856-07-31,16.082214
607,1856-08-31,15.988495
608,1856-09-30,13.387238
