,t,ts
0,1806-01-31,1.6833524
1,1806-02-28,1.4013525
2,1806-03-31,1.9929854
3,1806-04-30,1.4294574
4,1806-05-31,1.2995284
5,1806-06-30,0.7049633
6,1806-07-31,0.7126169
7,1806-08-31,0.8827829
8,1806-09-30,0.84511316
9,1806-10-31,1.0730147
10,1806-11-30,1.4471878
11,1806-12-31,1.9232614
12,1807-01-31,1.2044177
13,1807-02-28,1.8359559
14,1807-03-31,1.7801305
15,1807-04-30,1.8291422
16,1807-05-31,1.3707973
17,1807-06-30,0.8261201
18,1807-07-31,0.8732231
19,1807-08-31,0.95267826
20,1807-09-30,0.9555719
21,1807-10-31,1.1856714
22,1807-11-30,1.6898772
23,1807-12-31,1.3359407
24,1808-01-31,1.2745445
25,1808-02-29,2.3212528
26,1808-03-31,1.5806618
27,1808-04-30,1.6445624
28,1808-05-31,1.3529716
29,1808-06-30,0.88542604
30,1808-07-31,1.0815287
31,1808-08-31,0.77002186
32,1808-09-30,0.8897541
33,1808-10-31,1.2109678
34,1808-11-30,1.246817
35,1808-12-31,1.3463182
36,1809-01-31,1.3573328
37,1809-02-28,1.8202392
38,1809-03-31,1.5802124
39,1809-04-30,1.408525
40,1809-05-31,1.1695758
41,1809-06-30,0.7006175
42,1809-07-31,0.78131527
43,1809-08-31,0.6951509
44,1809-09-30,1.1797217
45,1809-10-31,1.0130877
46,1809-11-30,1.2161398
47,1809-12-31,1.5861729
48,1810-01-31,1.3712317
49,1810-02-28,1.8090086
50,1810-03-31,2.1302261
51,1810-04-30,1.5816153
52,1810-05-31,1.2392746
53,1810-06-30,0.73523563
54,1810-07-31,0.67349046
55,1810-08-31,0.72199136
56,1810-09-30,0.9416799
57,1810-10-31,1.1460682
58,1810-11-30,1.6599641
59,1810-12-31,1.643484
60,1811-01-31,1.3173451
61,1811-02-28,2.4443731
62,1811-03-31,1.8733791
63,1811-04-30,1.304028
64,1811-05-31,1.62325
65,1811-06-30,0.8497413
66,1811-07-31,1.0223888
67,1811-08-31,0.9490026
68,1811-09-30,0.86449134
69,1811-10-31,1.260676
70,1811-11-30,1.2757239
71,1811-12-31,1.6482794
72,1812-01-31,1.1042122
73,1812-02-29,1.6550711
74,1812-03-31,1.7511023
75,1812-04-30,1.8954623
76,1812-05-31,1.2060112
77,1812-06-30,0.78825337
78,1812-07-31,0.63628656
79,1812-08-31,0.8046982
80,1812-09-30,0.76877356
81,1812-10-31,1.7791746
82,1812-11-30,1.3140522
83,1812-12-31,1.3619095
84,1813-01-31,1.3892328
85,1813-02-28,2.4221885
86,1813-03-31,1.7927295
87,1813-04-30,1.7875663
88,1813-05-31,1.4142976
89,1813-06-30,1.1071354
90,1813-07-31,0.9660791
91,1813-08-31,0.60755706
92,1813-09-30,1.0319368
93,1813-10-31,1.5053021
94,1813-11-30,1.3270348
95,1813-12-31,1.5143012
96,1814-01-31,1.4975156
97,1814-02-28,1.5653172
98,1814-03-31,1.9382195
99,1814-04-30,1.6684775
100,1814-05-31,0.99954337
101,1814-06-30,0.8382829
102,1814-07-31,0.7143154
103,1814-08-31,0.69542176
104,1814-09-30,0.8856869
105,1814-10-31,1.4550741
106,1814-11-30,1.4775119
107,1814-12-31,1.4080931
108,1815-01-31,1.0886525
109,1815-02-28,1.4146855
110,1815-03-31,1.5785626
111,1815-04-30,1.4209529
112,1815-05-31,0.9801481
113,1815-06-30,0.79111177
114,1815-07-31,0.6937291
115,1815-08-31,0.75057155
116,1815-09-30,0.83847475
117,1815-10-31,0.79001546
118,1815-11-30,1.1783173
119,1815-12-31,0.9710759
120,1816-01-31,1.4996415
121,1816-02-29,1.6722739
122,1816-03-31,1.6947387
123,1816-04-30,1.6080723
124,1816-05-31,1.3141899
125,1816-06-30,0.9840339
126,1816-07-31,0.68760675
127,1816-08-31,0.538173
128,1816-09-30,0.8744922
129,1816-10-31,0.95173746
130,1816-11-30,1.2174478
131,1816-12-31,1.0001628
132,1817-01-31,1.0093752
133,1817-02-28,1.5206821
134,1817-03-31,1.8899866
135,1817-04-30,1.6069887
136,1817-05-31,1.118142
137,1817-06-30,0.72749835
138,1817-07-31,0.6328157
139,1817-08-31,0.6276866
140,1817-09-30,0.6959688
141,1817-10-31,0.7977223
142,1817-11-30,1.0179532
143,1817-12-31,1.3851211
144,1818-01-31,1.4349099
145,1818-02-28,2.4167173
146,1818-03-31,3.3124816
147,1818-04-30,1.8393779
148,1818-05-31,1.3929287
149,1818-06-30,0.97199523
150,1818-07-31,0.79501945
151,1818-08-31,0.7068428
152,1818-09-30,0.76422834
153,1818-10-31,0.7758787
154,1818-11-30,1.3976376
155,1818-12-31,1.4509165
156,1819-01-31,1.4696645
157,1819-02-28,2.5445352
158,1819-03-31,1.930356
159,1819-04-30,1.9382648
160,1819-05-31,1.4683201
161,1819-06-30,1.0777208
162,1819-07-31,0.7776237
163,1819-08-31,0.9237504
164,1819-09-30,1.0230256
165,1819-10-31,1.301797
166,1819-11-30,1.7486936
167,1819-12-31,1.2849445
168,1820-01-31,1.2698075
169,1820-02-29,1.7905419
170,1820-03-31,1.8548589
171,1820-04-30,1.7651795
172,1820-05-31,1.3279824
173,1820-06-30,0.8266679
174,1820-07-31,0.7720445
175,1820-08-31,0.62713325
176,1820-09-30,1.0113263
177,1820-10-31,1.3029234
178,1820-11-30,1.207226
179,1820-12-31,1.1387248
180,1821-01-31,1.5981457
181,1821-02-28,1.8381181
182,1821-03-31,2.1560585
183,1821-04-30,1.9923705
184,1821-05-31,1.1427625
185,1821-06-30,0.7459987
186,1821-07-31,0.70214313
187,1821-08-31,0.7382515
188,1821-09-30,1.1737397
189,1821-10-31,1.345596
190,1821-11-30,1.3830045
191,1821-12-31,1.4869037
192,1822-01-31,1.2626396
193,1822-02-28,1.3996234
194,1822-03-31,1.6766334
195,1822-04-30,1.2219099
196,1822-05-31,1.0227007
