,pctl,fc,zvarlo,zvarhi,y_hi_mean,period
0,0.0,0.9941520467836257,0.9623313236693973,0.037668676330602634,-0.010557880869119797,1.0058823529411764
1,0.1,0.9941520467836257,0.9623313236693973,0.037668676330602634,-0.010557880869119797,1.0058823529411764
2,0.2,0.9941520467836257,0.9623313236693973,0.037668676330602634,-0.010557880869119797,1.0058823529411764
3,0.3,0.9912280701754386,0.9483969075000244,0.05160309249997555,-0.00498622155663595,1.008849557522124
4,0.4,0.9912280701754386,0.9483969075000244,0.05160309249997555,-0.00498622155663595,1.008849557522124
5,0.5,0.9912280701754386,0.9483969075000244,0.05160309249997555,-0.00498622155663595,1.008849557522124
6,0.6,0.9883040935672515,0.937872893819637,0.06212710618036275,-0.004233474692575459,1.0118343195266273
7,0.7,0.9883040935672515,0.937872893819637,0.06212710618036275,-0.004233474692575459,1.0118343195266273
8,0.8,0.9883040935672515,0.937872893819637,0.06212710618036275,-0.004233474692575459,1.0118343195266273
9,0.9,0.9853801169590644,0.9138150630325044,0.08618493696749557,-0.004289536033053733,1.0148367952522255
10,1.0,0.9853801169590644,0.9138150630325044,0.08618493696749557,-0.004289536033053733,1.0148367952522255
11,1.1,0.9853801169590644,0.9138150630325044,0.08618493696749557,-0.004289536033053733,1.0148367952522255
12,1.2,0.9824561403508771,0.8790087593567231,0.12099124064327674,-0.004278500129918375,1.017857142857143
13,1.3,0.9824561403508771,0.8790087593567231,0.12099124064327674,-0.004278500129918375,1.017857142857143
14,1.4,0.9824561403508771,0.8790087593567231,0.12099124064327674,-0.004278500129918375,1.017857142857143
15,1.5,0.97953216374269,0.8575783687339826,0.1424216312660172,-0.004107090966092187,1.0208955223880598
16,1.6,0.97953216374269,0.8575783687339826,0.1424216312660172,-0.004107090966092187,1.0208955223880598
17,1.7,0.97953216374269,0.8575783687339826,0.1424216312660172,-0.004107090966092187,1.0208955223880598
18,1.8,0.9766081871345029,0.8470154235016463,0.15298457649835362,-0.003766719282908365,1.0239520958083832
19,1.9,0.9766081871345029,0.8470154235016463,0.15298457649835362,-0.003766719282908365,1.0239520958083832
20,2.0,0.9766081871345029,0.8470154235016463,0.15298457649835362,-0.003766719282908365,1.0239520958083832
21,2.1,0.9736842105263158,0.8452243511599036,0.15477564884009637,-0.0036859798926826347,1.027027027027027
22,2.2,0.9736842105263158,0.8452243511599036,0.15477564884009637,-0.0036859798926826347,1.027027027027027
23,2.3,0.9736842105263158,0.8452243511599036,0.15477564884009637,-0.0036859798926826347,1.027027027027027
24,2.4,0.9707602339181286,0.8387190808882099,0.1612809191117899,-0.0034103677534875454,1.030120481927711
25,2.5,0.9707602339181286,0.8387190808882099,0.1612809191117899,-0.0034103677534875454,1.030120481927711
26,2.6,0.9707602339181286,0.8387190808882099,0.1612809191117899,-0.0034103677534875454,1.030120481927711
27,2.7,0.9678362573099415,0.8327229637066778,0.1672770362933222,-0.0036355289639643704,1.0332326283987916
28,2.8,0.9678362573099415,0.8327229637066778,0.1672770362933222,-0.0036355289639643704,1.0332326283987916
29,2.9,0.9678362573099415,0.8327229637066778,0.1672770362933222,-0.0036355289639643704,1.0332326283987916
30,3.0,0.9649122807017544,0.8291332604647068,0.17086673953529308,-0.003877537276446117,1.0363636363636364
31,3.1,0.9649122807017544,0.8291332604647068,0.17086673953529308,-0.003877537276446117,1.0363636363636364
32,3.2,0.9649122807017544,0.8291332604647068,0.17086673953529308,-0.003877537276446117,1.0363636363636364
33,3.3,0.9619883040935673,0.8276395704776289,0.17236042952237107,-0.0037848767626764896,1.0395136778115501
34,3.4,0.9619883040935673,0.8276395704776289,0.17236042952237107,-0.0037848767626764896,1.0395136778115501
35,3.5,0.9619883040935673,0.8276395704776289,0.17236042952237107,-0.0037848767626764896,1.0395136778115501
36,3.6,0.9590643274853801,0.8266739006827827,0.17332609931721712,-0.0033179883017913367,1.0426829268292683
37,3.7,0.9590643274853801,0.8266739006827827,0.17332609931721712,-0.0033179883017913367,1.0426829268292683
38,3.8,0.9590643274853801,0.8266739006827827,0.17332609931721712,-0.0033179883017913367,1.0426829268292683
39,3.9,0.956140350877193,0.8117995657412188,0.1882004342587811,-0.0024364330529323074,1.0458715596330275
40,4.0,0.956140350877193,0.8117995657412188,0.1882004342587811,-0.0024364330529323074,1.0458715596330275
41,4.1,0.956140350877193,0.8117995657412188,0.1882004342587811,-0.0024364330529323074,1.0458715596330275
42,4.2,0.9532163742690059,0.8061193373780663,0.19388066262193362,-0.0019802005968948305,1.049079754601227
43,4.3,0.9532163742690059,0.8061193373780663,0.19388066262193362,-0.0019802005968948305,1.049079754601227
44,4.4,0.9502923976608187,0.8057842552442829,0.194215744755717,-0.0017433390284198,1.0523076923076922
45,4.5,0.9502923976608187,0.8057842552442829,0.194215744755717,-0.0017433390284198,1.0523076923076922
46,4.6,0.9502923976608187,0.8057842552442829,0.194215744755717,-0.0017433390284198,1.0523076923076922
47,4.7,0.9473684210526315,0.8041188490137787,0.1958811509862212,-0.0014700809231600487,1.0555555555555556
48,4.8,0.9473684210526315,0.8041188490137787,0.1958811509862212,-0.0014700809231600487,1.0555555555555556
49,4.9,0.9473684210526315,0.8041188490137787,0.1958811509862212,-0.0014700809231600487,1.0555555555555556
50,5.0,0.9444444444444444,0.8038991984262688,0.19610080157373114,-0.001297694823710579,1.0588235294117647
51,5.1,0.9444444444444444,0.8038991984262688,0.19610080157373114,-0.001297694823710579,1.0588235294117647
52,5.2,0.9444444444444444,0.8038991984262688,0.19610080157373114,-0.001297694823710579,1.0588235294117647
53,5.3,0.9415204678362573,0.8019061156225858,0.19809388437741393,-0.0013064800389973668,1.062111801242236
54,5.4,0.9415204678362573,0.8019061156225858,0.19809388437741393,-0.0013064800389973668,1.062111801242236
55,5.5,0.9415204678362573,0.8019061156225858,0.19809388437741393,-0.0013064800389973668,1.062111801242236
56,5.6,0.9385964912280702,0.7993241477644789,0.20067585223552084,-0.0012678680260718453,1.0654205607476634
57,5.7,0.9385964912280702,0.7993241477644789,0.20067585223552084,-0.0012678680260718453,1.0654205607476634
58,5.8,0.9385964912280702,0.7993241477644789,0.20067585223552084,-0.0012678680260718453,1.0654205607476634
59,5.9,0.935672514619883,0.7987908633467664,0.20120913665323337,-0.0012791236687522396,1.06875
60,6.0,0.935672514619883,0.7987908633467664,0.20120913665323337,-0.0012791236687522396,1.06875
61,6.1,0.935672514619883,0.7987908633467664,0.20120913665323337,-0.0012791236687522396,1.06875
62,6.2,0.9327485380116959,0.7980191958319274,0.20198080416807243,-0.0014873730125569487,1.0721003134796239
63,6.3,0.9327485380116959,0.7980191958319274,0.20198080416807243,-0.0014873730125569487,1.0721003134796239
64,6.4,0.9327485380116959,0.7980191958319274,0.20198080416807243,-0.0014873730125569487,1.0721003134796239
65,6.5,0.9298245614035088,0.7825597794467385,0.2174402205532613,-0.0017000694791855769,1.0754716981132075
66,6.6,0.9298245614035088,0.7825597794467385,0.2174402205532613,-0.0017000694791855769,1.0754716981132075
67,6.7,0.9298245614035088,0.7825597794467385,0.2174402205532613,-0.0017000694791855769,1.0754716981132075
68,6.8,0.9269005847953217,0.7710767293921856,0.22892327060781417,-0.0015053492101491628,1.0788643533123028
69,6.9,0.9269005847953217,0.7710767293921856,0.22892327060781417,-0.0015053492101491628,1.0788643533123028
70,7.0,0.9269005847953217,0.7710767293921856,0.22892327060781417,-0.0015053492101491628,1.0788643533123028
71,7.1,0.9239766081871345,0.770350443119492,0.2296495568805079,-0.0011338644038386275,1.0822784810126582
72,7.2,0.9239766081871345,0.770350443119492,0.2296495568805079,-0.0011338644038386275,1.0822784810126582
73,7.3,0.9239766081871345,0.770350443119492,0.2296495568805079,-0.0011338644038386275,1.0822784810126582
74,7.4,0.9210526315789473,0.7654619013806647,0.2345380986193352,-0.0010372120829996489,1.0857142857142856
75,7.5,0.9210526315789473,0.7654619013806647,0.2345380986193352,-0.0010372120829996489,1.0857142857142856
76,7.6,0.9210526315789473,0.7654619013806647,0.2345380986193352,-0.0010372120829996489,1.0857142857142856
77,7.7,0.9181286549707602,0.7637298624241176,0.23627013757588242,-0.0011688306240369298,1.089171974522293
78,7.8,0.9181286549707602,0.7637298624241176,0.23627013757588242,-0.0011688306240369298,1.089171974522293
79,7.9,0.9181286549707602,0.7637298624241176,0.23627013757588242,-0.0011688306240369298,1.089171974522293
80,8.0,0.9152046783625731,0.7588407454378217,0.2411592545621782,-0.0011500478408207927,1.0926517571884984
81,8.1,0.9152046783625731,0.7588407454378217,0.2411592545621782,-0.0011500478408207927,1.0926517571884984
82,8.2,0.9152046783625731,0.7588407454378217,0.2411592545621782,-0.0011500478408207927,1.0926517571884984
